lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
6,75.0,1,3,20,3,0,2,2018,2,0
134,116.1,0,6,18,4,1,0,2018,2,0
5,95.0,0,8,23,2,3,0,2018,2,0
101,100.2,4,10,24,4,2,1,2018,2,0
130,97.65,1,8,22,4,3,1,2018,1,1
91,140.4,0,5,13,4,2,1,2018,2,1
29,79.54,1,1,8,4,5,2,2018,2,0
83,112.2,0,9,30,3,1,0,2017,2,0
70,95.2,0,4,23,4,2,2,2018,2,1
57,60.0,0,11,17,3,3,0,2017,2,0
132,96.3,0,8,29,4,2,1,2018,2,1
43,168.3,2,8,5,4,2,2,2018,3,0
55,74.8,0,3,16,3,4,1,2018,2,1
4,80.0,0,1,19,4,1,0,2018,1,0
27,120.0,0,6,9,3,1,0,2018,2,0
81,76.5,0,10,16,3,4,2,2018,1,0
76,58.76,1,10,22,4,3,1,2017,2,0
88,132.3,1,10,20,4,3,0,2018,2,0
39,140.0,2,11,19,4,1,1,2018,3,0
188,164.25,1,8,8,4,1,1,2018,2,1
1,65.0,0,7,27,2,2,0,2018,1,0
134,65.0,0,12,4,3,2,2,2017,2,0
103,116.1,0,6,14,4,2,0,2018,2,1
74,109.0,0,9,18,3,2,0,2017,2,0
73,100.0,1,9,15,2,1,0,2018,2,1
62,143.2,0,11,7,4,1,1,2018,1,0
12,149.0,0,9,25,4,0,2,2018,2,1
53,81.0,1,12,29,4,2,0,2017,2,0
24,141.0,0,4,22,4,1,0,2018,2,0
75,128.7,2,4,7,4,3,0,2018,3,0
141,135.45,0,8,22,4,3,1,2018,3,0
211,100.0,0,5,20,3,2,0,2018,2,1
49,116.1,2,5,8,4,0,2,2018,2,0
52,120.7,1,12,3,4,3,2,2018,2,0
117,105.3,1,5,5,4,3,0,2018,2,0
100,130.5,2,6,28,4,1,0,2018,2,1
88,96.0,0,5,3,3,3,0,2018,1,0
10,129.0,0,6,29,4,2,0,2018,2,1
125,90.0,2,11,1,4,3,0,2018,2,0
48,80.3,1,3,5,4,1,0,2018,2,0
166,102.6,2,9,30,4,2,2,2018,2,1
41,71.52,1,2,22,4,2,1,2018,2,0
178,96.3,0,8,25,4,3,0,2018,2,1
58,109.4,2,12,28,4,4,1,2017,2,0
63,94.95,2,4,26,4,2,0,2018,2,0
223,89.73,1,9,2,4,12,4,2018,2,1
45,159.3,0,4,30,4,1,1,2018,3,1
4,65.46,1,11,13,4,0,1,2018,1,0
20,75.0,0,1,30,4,1,2,2018,2,0
27,120.0,0,6,9,3,1,0,2018,2,0
142,85.5,1,7,1,4,2,0,2018,2,0
124,146.7,0,8,8,4,4,1,2018,3,1
61,56.0,0,12,27,3,3,2,2017,2,0
140,70.0,0,12,29,3,5,0,2017,2,0
1,86.0,1,1,26,4,1,0,2018,1,0
37,116.1,0,5,13,4,1,0,2018,1,0
101,100.2,4,10,24,4,2,1,2018,2,0
10,110.17,2,9,5,4,4,2,2017,2,0
88,138.0,1,5,3,3,3,0,2018,3,0
145,65.0,0,1,3,3,1,2,2018,2,0
270,80.0,1,4,20,3,4,0,2018,2,0
83,167.1,1,8,1,4,3,1,2018,1,0
308,78.3,2,11,23,4,3,0,2018,2,1
57,109.65,0,5,13,4,3,2,2018,2,1
224,102.25,0,8,8,3,2,1,2018,2,1
263,67.0,0,9,21,3,0,1,2017,2,0
4,80.2,0,2,28,3,4,2,2018,2,0
62,109.8,0,9,4,4,0,1,2018,2,1
47,93.5,1,3,21,4,3,1,2018,2,0
107,76.5,1,8,21,4,2,1,2017,2,1
33,126.9,1,6,15,4,3,0,2018,2,0
17,65.0,0,12,9,2,1,0,2018,1,0
71,120.0,0,6,14,3,3,0,2018,1,0
77,125.1,1,6,18,4,1,1,2018,2,0
69,120.0,0,6,12,3,4,2,2018,1,1
13,85.0,1,11,15,4,1,2,2017,2,0
5,110.0,1,5,24,2,2,0,2018,2,0
102,87.0,0,10,16,3,2,0,2017,1,0
60,68.0,0,12,27,3,3,2,2017,2,0
30,74.8,1,12,5,4,3,1,2018,2,0
257,101.5,0,7,1,3,2,0,2017,2,1
10,143.1,1,9,15,4,1,0,2018,1,1
278,89.25,1,12,7,4,4,0,2018,2,1
31,69.5,1,2,6,4,1,2,2018,2,0
230,111.0,0,9,6,3,5,0,2018,1,1
184,137.28,0,9,22,4,3,2,2018,2,1
86,105.0,0,9,24,3,2,0,2017,2,0
349,90.0,0,10,4,3,5,1,2018,2,1
82,107.1,1,8,13,4,1,1,2018,2,1
55,139.5,2,10,13,4,3,2,2018,2,0
156,112.2,0,8,20,4,2,2,2018,2,1
23,119.0,1,10,20,4,2,0,2018,2,1
76,116.1,2,5,16,4,2,1,2018,2,0
1,65.0,0,1,7,2,1,0,2018,1,0
15,54.75,0,10,23,3,2,2,2017,2,0
117,93.6,2,12,26,4,2,1,2018,2,0
0,0.0,0,8,3,1,0,1,2017,2,0
61,55.96,0,7,11,4,1,2,2017,2,0
19,79.0,1,2,25,4,3,0,2018,2,1
163,84.15,0,8,23,4,5,0,2018,2,1
51,159.3,0,5,17,4,3,0,2018,3,1
71,88.0,0,11,18,4,2,0,2018,2,1
122,106.0,1,7,15,4,2,1,2018,1,0
203,87.12,0,10,8,3,1,2,2018,2,0
39,242.77,1,10,17,4,3,1,2018,3,0
162,85.17,1,9,4,3,2,1,2017,2,0
202,90.0,0,5,29,3,1,2,2018,2,1
113,100.0,0,5,31,2,3,0,2018,1,1
157,68.0,0,12,8,3,3,0,2018,2,0
2,109.0,0,8,1,4,0,1,2018,2,0
11,85.0,0,10,18,3,2,2,2017,2,0
190,130.05,0,12,26,4,4,1,2018,2,0
2,89.5,2,12,18,4,0,1,2018,1,0
8,130.0,0,11,5,3,1,0,2018,2,0
125,84.58,1,7,18,3,5,2,2018,2,0
82,140.4,1,6,10,4,2,0,2018,1,0
5,145.0,0,9,21,4,0,1,2017,1,0
62,149.4,0,8,13,4,1,2,2018,2,1
64,140.0,0,5,17,2,2,0,2018,2,1
40,104.1,0,6,27,4,5,1,2018,1,1
292,115.0,0,7,21,4,2,0,2018,2,1
75,105.0,0,10,30,3,0,2,2018,2,1
42,168.3,2,5,12,4,2,0,2018,3,0
89,105.3,1,3,25,4,2,1,2018,2,1
45,96.9,2,12,12,4,3,1,2018,2,0
213,127.5,1,8,26,3,2,1,2018,2,1
164,100.0,0,10,2,3,2,0,2017,1,0
211,100.0,0,5,20,3,2,0,2018,2,1
34,85.0,0,10,26,3,4,1,2018,2,0
116,76.0,1,5,4,3,4,0,2018,2,0
8,95.0,0,4,5,4,1,0,2018,1,0
68,121.5,0,5,10,4,3,0,2018,1,1
254,119.7,0,9,23,4,2,0,2018,1,1
99,65.0,0,10,30,4,2,2,2017,2,1
323,112.0,1,5,17,3,4,0,2018,2,1
117,94.5,0,8,1,3,1,2,2017,2,1
15,200.0,2,11,7,4,2,1,2018,2,0
210,86.0,0,10,8,3,3,1,2017,2,1
19,95.0,0,9,18,3,0,2,2018,2,0
166,110.0,0,11,1,3,3,0,2018,1,1
85,96.3,0,4,15,4,2,1,2018,2,1
9,79.0,1,11,17,2,1,0,2018,1,0
29,100.33,0,3,12,4,4,2,2018,2,0
39,109.0,0,8,14,3,2,0,2017,2,0
8,117.67,2,9,3,4,3,0,2017,2,0
0,6.0,0,10,7,1,1,0,2017,1,0
17,97.0,0,3,11,4,1,0,2018,2,1
126,139.5,0,8,3,4,1,0,2018,2,1
71,120.0,0,6,14,3,3,0,2018,1,0
230,137.0,0,9,6,3,5,0,2018,2,1
45,86.4,2,12,8,4,3,0,2018,1,0
2,72.0,0,2,10,2,2,0,2018,2,0
39,101.5,0,8,14,3,2,0,2017,2,0
317,120.0,0,9,15,3,2,0,2018,2,1
56,185.0,0,9,25,3,2,1,2017,2,0
6,140.0,1,5,23,4,1,1,2018,2,0
33,123.82,0,10,2,4,3,2,2018,2,1
16,105.0,2,9,9,4,2,0,2017,2,0
39,109.0,0,8,14,3,2,0,2017,2,0
3,95.0,1,11,19,4,1,0,2018,2,1
287,100.3,0,9,29,4,3,1,2018,2,1
1,75.0,0,1,8,4,1,0,2018,1,0
5,105.0,2,8,16,4,1,2,2017,2,0
35,135.9,0,7,8,4,1,0,2018,2,0
93,73.95,1,3,17,4,3,2,2018,2,0
151,167.45,2,7,1,4,7,2,2018,2,1
50,12.0,0,2,22,3,5,2,2018,2,1
247,109.0,0,6,6,3,1,1,2018,2,1
18,79.0,0,3,25,3,2,0,2018,2,0
102,101.5,0,10,16,3,2,0,2017,2,1
14,98.67,1,10,30,3,2,1,2017,1,0
0,103.5,2,10,4,4,3,0,2018,2,0
42,98.36,1,10,26,4,5,2,2017,2,0
114,140.4,0,5,24,4,3,0,2018,2,0
14,82.0,0,9,17,3,2,0,2017,2,0
30,74.8,1,11,29,4,4,0,2018,2,0
124,72.25,1,11,24,4,4,0,2017,2,0
102,80.0,0,10,16,3,2,0,2017,1,1
1,90.0,1,10,7,2,2,0,2018,2,0
210,72.75,0,10,8,3,3,1,2017,2,0
38,68.14,1,4,17,4,1,2,2018,2,0
109,77.03,1,4,30,4,1,2,2018,2,0
0,65.0,0,4,18,2,0,1,2018,1,0
1,90.0,0,9,9,2,2,0,2017,1,0
19,150.02,1,9,18,4,4,2,2018,3,1
8,170.63,0,10,6,2,1,0,2018,1,1
47,130.05,2,4,10,4,2,2,2018,3,0
30,104.0,2,11,30,4,3,0,2018,2,0
37,0.5,0,2,20,4,8,4,2018,1,0
29,90.95,0,4,14,3,3,0,2018,2,0
62,91.48,0,4,21,4,3,0,2018,2,0
220,128.0,0,9,17,3,1,2,2018,1,1
274,96.5,1,7,31,4,1,2,2018,2,0
32,70.0,0,12,27,3,5,1,2018,2,0
10,129.0,0,5,15,2,9,4,2018,2,0
37,83.9,1,3,7,4,3,1,2018,2,0
149,178.67,1,12,28,4,4,1,2018,2,1
104,105.3,1,7,19,4,1,0,2018,2,0
4,120.0,2,11,5,4,1,0,2018,2,0
139,228.6,2,7,4,4,2,1,2018,2,1
1,85.0,0,2,12,3,2,1,2018,2,0
47,80.75,0,10,16,3,2,2,2018,2,0
0,69.99,0,4,20,4,1,0,2018,2,0
5,92.25,0,8,16,4,2,2,2017,2,0
40,85.5,2,9,13,4,3,2,2017,1,0
29,96.3,2,11,6,4,2,1,2017,2,0
7,182.0,2,3,26,4,1,1,2018,3,0
95,159.3,2,5,2,4,2,1,2018,3,1
346,115.0,1,9,13,3,2,0,2018,2,1
57,80.3,0,3,4,4,2,0,2018,2,0
59,72.25,2,10,29,4,3,0,2017,2,0
55,79.0,0,7,7,2,1,0,2018,1,0
15,182.14,0,10,1,4,1,2,2018,3,0
35,151.5,1,10,11,4,3,0,2018,2,1
4,99.0,1,4,2,4,1,0,2018,2,0
205,90.0,0,5,29,3,1,2,2018,2,1
1,110.0,0,8,12,3,4,0,2017,2,0
128,151.2,1,10,18,4,5,1,2018,3,0
80,72.25,0,7,24,3,2,2,2018,2,0
4,66.0,0,1,12,2,2,0,2018,1,0
186,121.5,0,8,2,4,2,0,2018,2,1
55,69.5,0,3,2,4,3,0,2018,2,1
34,75.0,0,10,30,3,2,2,2018,2,0
163,100.0,0,6,5,3,2,2,2018,1,1
346,72.25,0,12,28,4,4,0,2018,2,1
19,75.0,0,11,2,3,1,0,2018,1,0
2,114.0,1,8,12,4,1,0,2017,2,0
260,113.4,0,9,22,4,3,0,2018,2,1
32,85.0,0,10,15,3,1,1,2018,2,0
32,105.4,2,3,4,4,2,0,2018,2,0
40,135.33,1,11,7,4,2,1,2018,2,0
36,112.0,0,10,13,3,3,0,2017,2,0
43,96.3,1,9,17,3,1,2,2018,2,0
82,43.33,0,3,26,3,1,2,2018,2,0
14,124.0,1,8,31,4,1,0,2018,1,0
57,126.36,0,6,3,4,1,0,2018,2,1
275,110.0,0,4,17,4,0,2,2018,2,1
29,155.64,2,5,19,4,3,2,2018,3,0
25,80.85,1,10,4,4,1,2,2017,2,0
5,139.0,2,7,8,4,1,0,2018,2,0
150,106.0,0,7,25,2,4,1,2018,1,0
11,95.0,0,5,9,0,10,5,2018,1,1
9,85.0,1,10,2,3,1,2,2018,2,0
1,70.0,0,6,17,3,2,1,2018,1,0
34,95.47,1,10,2,4,3,2,2018,2,0
180,120.0,0,10,10,3,2,1,2018,1,1
56,120.0,0,6,8,3,1,0,2018,2,0
83,112.2,0,9,30,3,1,0,2017,2,0
256,76.67,0,9,14,3,2,1,2017,2,0
78,100.0,0,3,25,4,2,1,2018,2,1
20,85.5,1,9,1,3,5,2,2017,1,0
103,131.4,2,8,7,4,1,2,2018,2,0
39,101.5,0,8,14,3,2,0,2017,2,0
147,129.6,2,9,25,4,2,2,2018,2,0
76,109.8,1,6,27,4,3,1,2018,2,0
4,65.0,0,10,12,2,0,1,2017,1,0
21,110.0,2,8,31,4,2,0,2018,2,0
263,67.0,0,9,21,3,0,1,2017,2,0
1,142.0,0,11,29,4,2,0,2018,2,0
29,156.0,0,5,18,4,1,0,2018,2,1
7,82.4,1,3,17,3,1,0,2018,1,0
251,105.64,1,9,3,4,5,2,2018,2,1
69,98.25,2,10,25,4,1,2,2017,2,0
39,94.5,2,10,12,4,3,1,2017,2,0
0,105.0,0,8,9,4,0,1,2017,2,0
12,130.0,0,10,20,2,2,0,2017,1,0
95,132.3,0,10,20,4,3,0,2018,2,1
77,109.93,1,12,31,4,3,0,2017,2,0
115,92.12,0,6,26,4,2,2,2018,0,1
99,65.0,0,10,30,4,2,2,2017,2,1
43,150.3,0,6,30,4,3,0,2018,3,1
8,171.0,0,2,22,4,3,1,2018,2,1
0,79.0,0,2,12,4,2,0,2018,2,0
67,76.16,1,3,26,3,1,2,2018,2,0
30,125.1,2,9,15,4,1,0,2018,2,0
34,75.54,1,5,22,4,0,1,2018,2,0
141,131.47,1,8,1,4,5,1,2018,3,0
180,100.0,1,5,2,3,1,1,2018,2,0
62,112.2,1,4,6,4,4,0,2018,2,1
3,0.0,1,1,25,1,0,1,2018,2,0
14,192.67,2,3,24,4,3,0,2018,3,0
232,109.65,1,9,20,4,4,0,2018,2,1
35,80.3,1,2,7,4,2,2,2018,2,0
4,140.0,0,10,2,4,0,1,2018,2,1
51,135.9,2,9,26,4,1,1,2018,2,0
233,90.0,0,10,14,3,2,1,2018,2,1
189,105.3,1,8,9,4,2,0,2018,2,1
99,65.0,0,10,30,3,2,2,2017,2,1
114,189.0,0,7,14,4,3,0,2018,3,1
116,96.0,0,2,28,3,1,2,2018,2,0
262,63.75,0,12,14,4,4,2,2018,2,1
37,117.6,1,3,24,4,3,0,2018,2,0
107,130.0,1,6,10,3,2,0,2018,2,0
44,134.4,1,11,3,4,3,0,2018,2,0
17,128.0,2,9,15,4,2,0,2018,2,0
16,117.0,2,10,1,4,2,0,2017,2,0
150,90.0,1,6,16,3,3,0,2018,2,0
173,65.49,1,7,11,4,3,1,2018,1,0
122,85.0,0,4,15,3,2,0,2018,2,0
96,118.8,2,10,21,4,2,2,2018,2,0
4,94.5,0,8,8,3,1,2,2017,2,0
5,84.0,1,3,28,4,1,1,2018,1,0
45,162.79,2,9,11,4,2,2,2018,2,0
11,87.0,0,2,14,3,1,2,2018,2,0
19,140.0,2,10,21,4,1,0,2018,2,0
151,120.7,1,7,6,4,4,1,2018,2,1
14,100.0,0,10,15,3,1,0,2017,1,0
94,105.3,0,4,14,4,3,0,2018,2,1
0,82.45,1,11,3,4,4,0,2017,2,0
1,60.0,0,2,28,3,1,2,2018,1,1
72,67.22,1,3,31,4,3,0,2018,2,0
219,145.1,1,9,13,4,2,0,2018,2,1
192,102.0,0,9,25,3,3,2,2017,1,1
157,121.5,2,7,14,4,2,0,2018,2,1
105,96.9,5,9,29,3,3,1,2018,2,0
151,80.0,0,1,19,3,1,0,2018,1,0
257,101.5,0,7,1,4,2,0,2017,2,1
1,149.0,1,6,3,4,1,0,2018,2,0
143,121.8,0,7,19,4,3,0,2018,2,1
6,171.0,1,8,8,4,1,1,2018,2,0
0,90.0,2,10,10,3,2,1,2018,2,0
193,65.0,0,10,15,4,3,0,2017,2,1
75,80.75,0,6,8,3,4,2,2018,2,0
8,85.57,0,8,21,4,5,2,2017,2,0
142,83.78,1,6,1,4,4,1,2018,2,0
35,158.4,2,10,3,4,3,1,2018,3,0
103,123.3,1,10,28,4,2,2,2018,3,0
260,73.95,0,12,26,4,3,1,2018,2,1
317,120.0,0,9,15,4,2,0,2018,2,1
188,130.0,0,6,15,3,2,0,2018,1,1
51,151.2,1,10,2,4,0,2,2018,3,0
60,75.0,0,3,20,3,2,2,2018,2,1
31,88.0,1,11,27,4,0,2,2018,2,0
183,112.0,1,8,3,4,4,1,2018,2,1
338,90.67,1,10,7,3,2,1,2018,2,0
43,135.9,2,9,9,4,1,0,2018,2,0
301,115.0,1,7,30,3,1,1,2018,2,1
29,95.0,0,9,17,3,1,1,2018,2,0
0,137.0,0,6,28,4,1,0,2018,1,0
213,130.0,0,6,7,4,3,0,2018,2,1
163,115.0,0,10,15,3,1,2,2018,1,1
100,140.0,1,9,28,3,4,0,2018,2,0
34,76.5,0,6,28,3,3,0,2018,2,0
23,105.0,1,10,18,3,2,2,2017,3,0
23,147.9,1,11,22,4,4,0,2018,2,1
40,60.0,0,11,2,3,3,1,2017,2,0
35,133.2,1,9,26,4,1,1,2018,2,1
37,95.0,0,10,13,3,3,0,2018,1,0
5,99.0,0,5,29,2,0,1,2018,2,0
83,113.5,1,11,13,4,2,2,2018,2,0
56,120.0,0,6,8,3,1,0,2018,2,0
184,162.9,1,10,25,4,4,0,2018,2,1
8,103.0,2,11,21,4,0,1,2018,1,0
8,108.57,1,5,10,4,2,0,2018,1,1
144,140.4,2,6,15,4,2,0,2018,2,0
107,130.0,1,6,10,3,2,0,2018,2,0
48,78.54,1,10,14,4,4,1,2017,2,0
29,66.0,0,2,23,2,1,0,2018,1,0
34,224.67,0,9,23,4,3,0,2017,2,1
19,80.0,0,10,6,3,3,0,2017,1,0
8,130.0,1,2,9,4,4,0,2018,3,0
58,207.9,1,8,6,4,1,1,2018,2,0
32,73.0,0,11,20,3,2,0,2017,1,0
159,119.85,1,5,26,4,3,0,2018,2,1
3,65.0,1,3,20,2,0,2,2018,1,0
39,109.0,0,8,14,3,2,0,2017,2,0
111,196.35,1,12,25,4,2,2,2018,2,1
12,120.35,2,5,30,4,1,1,2018,2,0
258,110.0,0,10,16,4,0,1,2018,2,1
179,96.3,1,7,1,4,1,0,2018,2,1
75,80.0,0,3,17,3,3,1,2018,2,1
15,129.0,1,8,20,4,2,2,2018,2,1
85,85.0,1,10,6,3,3,1,2018,2,0
196,96.05,1,9,4,4,3,2,2018,2,0
77,105.3,1,6,26,4,0,1,2018,2,1
25,152.0,0,12,25,4,0,2,2018,2,1
2,150.0,1,7,13,2,2,0,2018,2,0
109,80.1,1,10,26,4,1,0,2018,1,0
220,89.27,0,6,2,4,3,0,2018,2,1
5,106.0,1,3,16,2,2,0,2018,1,0
132,96.9,1,7,12,3,6,2,2018,3,0
27,144.9,0,10,10,4,2,1,2018,2,1
0,117.04,1,10,9,4,2,0,2017,1,0
44,104.4,1,3,31,4,1,0,2018,1,0
112,100.3,2,12,6,4,4,0,2018,2,1
126,80.75,1,6,26,4,4,2,2018,2,0
11,121.0,1,11,17,4,2,0,2018,2,0
5,119.8,1,12,7,3,3,0,2018,2,0
36,112.0,0,10,13,3,3,0,2017,2,0
19,96.0,0,9,17,4,1,0,2017,2,0
1,167.0,1,6,28,4,2,0,2018,2,0
192,90.0,1,12,18,4,1,2,2018,2,1
260,108.68,3,10,22,4,5,2,2018,2,0
22,124.0,0,9,19,4,1,1,2017,2,0
7,125.0,0,10,6,3,2,0,2018,1,0
6,93.2,0,8,14,4,3,2,2017,2,0
64,130.0,0,5,17,2,2,0,2018,1,0
161,97.75,1,8,9,4,6,2,2018,2,1
4,0.0,0,10,13,1,1,0,2017,1,0
88,117.0,1,5,3,3,3,0,2018,2,0
185,99.45,1,8,10,4,6,2,2018,2,0
114,75.0,0,7,1,3,2,1,2018,1,1
65,99.9,0,6,21,4,3,0,2018,2,0
159,82.19,1,7,6,4,5,2,2018,2,0
9,119.5,0,5,18,4,2,0,2018,0,1
308,78.3,2,11,23,4,3,0,2018,2,1
53,125.1,0,5,6,4,1,0,2018,2,1
31,88.0,0,12,2,4,2,0,2018,2,1
81,75.95,1,3,5,4,2,2,2018,2,0
26,95.0,0,9,18,3,1,2,2018,2,0
418,75.0,0,9,26,3,2,1,2018,2,1
195,109.23,0,9,3,4,6,2,2018,2,1
78,117.9,0,8,7,4,0,1,2018,2,1
18,88.0,2,11,17,4,3,0,2018,2,0
32,87.78,2,12,14,4,3,0,2018,2,0
64,121.5,0,7,24,4,2,2,2018,2,1
204,59.07,0,10,2,4,2,1,2017,1,1
51,75.0,1,11,12,3,2,2,2018,2,0
72,108.0,0,9,18,3,1,0,2017,2,0
78,168.3,0,4,14,4,3,0,2018,2,1
70,75.0,0,11,25,3,2,0,2018,2,0
83,123.75,0,7,18,4,3,1,2018,2,1
3,95.0,0,9,25,3,0,1,2018,2,0
219,78.33,0,9,4,3,4,2,2017,1,0
179,81.25,1,7,19,3,3,0,2018,2,0
33,70.0,0,9,28,1,2,0,2018,2,0
7,136.0,2,9,21,4,2,1,2017,2,0
150,94.5,1,7,27,4,2,0,2018,2,0
31,76.23,1,12,19,4,1,0,2017,3,0
34,71.1,1,3,14,4,3,1,2018,2,0
144,213.3,0,9,22,4,3,1,2018,3,1
25,72.25,0,7,1,3,2,2,2018,2,0
105,150.3,0,8,24,4,4,0,2018,3,1
32,73.0,0,11,20,3,2,0,2017,1,0
79,116.1,1,5,24,4,2,0,2018,2,0
36,171.9,3,10,9,4,2,2,2018,3,0
8,146.0,0,4,21,4,3,0,2018,2,0
78,151.2,2,10,7,4,2,1,2018,3,0
144,96.9,0,7,22,3,2,2,2018,3,0
20,85.0,0,10,4,3,2,0,2018,2,0
22,139.0,1,7,6,4,2,0,2018,2,0
96,79.0,1,11,6,2,3,2,2018,1,0
15,87.0,0,1,18,4,2,1,2018,2,0
95,90.95,2,4,25,4,3,1,2018,2,0
245,110.0,0,7,6,3,4,2,2018,1,1
164,94.5,0,7,21,4,3,0,2018,2,1
85,140.4,0,6,2,4,1,0,2018,2,1
148,138.14,0,8,16,4,5,2,2018,3,1
15,128.84,0,5,30,4,5,2,2018,2,1
51,112.0,0,11,4,3,2,1,2018,2,0
71,120.0,0,6,14,3,3,0,2018,1,0
191,84.43,2,8,30,4,4,0,2018,1,1
8,135.0,1,10,20,4,2,0,2017,2,0
72,132.6,0,5,22,4,3,2,2018,2,1
4,66.0,0,1,30,3,1,2,2018,2,0
11,88.0,0,12,6,4,1,0,2018,2,0
14,0.0,1,8,13,4,1,1,2018,0,0
20,104.0,2,11,14,4,2,1,2018,2,0
2,67.0,1,12,21,2,1,0,2018,1,0
210,72.75,0,10,8,3,3,1,2017,2,0
28,90.0,1,4,6,2,1,0,2018,1,0
2,124.0,0,6,22,3,1,0,2018,1,0
40,87.3,1,9,6,4,2,0,2018,2,0
315,160.0,0,9,30,4,2,1,2018,2,1
0,127.0,0,6,26,4,0,1,2018,2,0
53,103.7,2,11,29,4,4,0,2018,2,0
279,110.0,0,10,12,3,3,0,2018,2,1
210,72.75,0,10,8,3,3,1,2017,2,1
35,96.3,2,10,20,4,4,0,2017,2,0
150,90.0,1,6,16,3,3,0,2018,2,0
56,74.0,0,6,9,3,3,1,2018,1,0
73,122.4,2,6,4,4,1,1,2018,2,0
55,104.0,0,4,6,3,1,0,2018,2,0
40,94.5,0,6,21,4,3,0,2018,1,0
192,95.0,0,6,24,3,2,0,2018,1,0
6,67.0,1,8,28,2,0,2,2018,1,0
77,116.94,0,9,22,4,4,0,2017,2,1
27,142.72,0,4,15,4,4,2,2018,3,1
5,157.0,2,4,12,4,3,0,2018,3,0
73,96.9,1,12,25,4,2,2,2018,2,0
154,80.75,0,5,30,3,4,1,2018,2,0
4,88.0,3,11,2,2,2,0,2018,1,0
43,140.4,1,5,21,4,2,2,2018,2,0
155,177.35,0,5,22,4,5,3,2018,2,1
36,85.0,0,10,25,3,3,0,2018,2,0
50,101.15,0,3,28,4,3,1,2018,2,1
60,48.0,0,9,21,3,1,1,2017,2,1
128,65.83,1,6,30,4,2,0,2018,2,0
16,95.0,1,10,31,4,1,0,2017,2,0
266,86.7,2,10,30,4,2,2,2018,2,0
0,107.0,3,10,19,2,4,0,2018,2,0
61,73.0,0,10,4,3,0,2,2017,1,0
39,71.1,1,3,4,4,2,1,2018,2,1
184,105.3,2,8,9,4,3,0,2018,2,1
180,54.75,2,11,13,4,0,1,2018,2,0
44,113.4,0,10,2,4,0,2,2018,2,1
301,115.0,1,7,30,4,1,1,2018,2,1
192,95.0,0,6,24,3,2,0,2018,1,0
186,123.3,0,11,3,4,1,0,2018,3,1
162,96.3,0,8,27,4,1,0,2018,2,1
289,0.0,0,10,17,4,1,0,2017,1,1
60,60.0,0,10,12,3,3,1,2017,1,0
133,80.75,1,4,25,3,2,1,2018,2,0
1,141.0,0,6,20,4,0,1,2018,2,0
133,84.33,1,3,11,3,2,1,2018,2,0
19,80.0,0,10,6,3,3,0,2017,1,0
230,137.0,1,9,6,3,5,0,2018,2,1
81,62.37,2,1,29,4,2,1,2018,2,0
102,101.5,0,10,16,3,2,0,2017,2,1
36,91.8,1,11,1,4,4,0,2018,2,1
159,133.2,1,9,28,4,4,1,2018,2,1
32,73.0,0,11,20,3,2,0,2017,1,0
56,120.0,0,6,8,3,1,0,2018,2,0
1,106.0,1,1,29,4,2,2,2018,2,0
82,88.01,1,6,30,4,3,1,2018,2,0
237,89.25,0,9,14,4,2,1,2017,2,1
103,115.0,0,4,19,4,2,0,2018,1,1
56,93.5,0,3,19,4,4,2,2018,2,1
77,116.1,0,6,1,4,3,0,2018,2,1
32,73.0,0,11,20,3,2,0,2017,1,0
55,79.0,0,7,7,2,1,0,2018,1,0
68,65.0,0,9,29,3,2,0,2017,2,0
44,75.0,0,2,17,3,3,0,2018,2,0
124,126.9,2,6,10,4,2,1,2018,2,0
4,72.75,1,11,29,4,0,2,2017,2,0
117,108.9,1,5,6,4,2,0,2018,2,0
112,105.3,2,7,18,4,2,1,2018,2,0
76,69.3,1,4,21,4,1,0,2018,1,0
98,212.4,2,8,12,4,5,2,2018,3,1
154,118.8,0,10,16,4,2,2,2018,2,1
150,80.75,1,9,6,3,3,0,2018,2,0
35,104.85,1,10,17,4,1,1,2017,2,0
7,97.0,1,5,16,4,0,1,2018,1,0
19,111.75,2,10,3,4,2,2,2017,2,0
153,72.25,1,7,3,3,3,2,2018,2,0
11,150.0,1,11,5,4,1,0,2018,2,1
286,117.0,0,9,16,3,2,0,2018,2,1
60,135.9,2,8,8,4,3,1,2018,2,0
323,112.0,1,5,17,3,4,0,2018,2,1
0,115.0,0,8,10,4,0,1,2017,2,0
28,87.0,1,1,4,3,3,1,2018,2,0
10,111.0,0,4,7,4,3,0,2018,2,1
76,131.4,0,7,2,4,1,0,2018,2,1
4,133.5,2,9,7,4,1,1,2017,2,0
0,0.0,2,9,16,1,2,1,2018,2,0
185,103.5,0,12,16,4,2,1,2018,2,0
280,110.0,0,9,19,3,2,1,2018,2,1
185,79.2,0,12,16,4,2,1,2018,2,1
81,59.5,0,3,18,3,2,2,2018,2,0
74,75.0,0,12,9,3,2,1,2018,2,0
0,135.0,0,5,24,4,1,0,2018,1,1
78,100.0,0,5,19,3,3,1,2018,2,0
160,130.67,0,12,30,3,3,0,2017,2,0
11,140.0,1,4,24,4,0,2,2018,2,0
5,133.0,1,9,19,4,1,0,2017,2,0
330,172.8,0,8,31,4,2,0,2018,2,1
